Coderange,level1_desc,level2_desc,level3_desc,URL
A74,Certain infectious and parasitic diseases,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A70-A74/A74-
A75,Certain infectious and parasitic diseases,Rickettsioses,Typhus fever,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A75-A79/A75-
A77,Certain infectious and parasitic diseases,Rickettsioses,Spotted fever [tick-borne rickettsioses],https://www.icd10data.com/ICD10CM/Codes/A00-B99/A75-A79/A77-
A78,Certain infectious and parasitic diseases,Rickettsioses,Q fever,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A75-A79/A78-
A79,Certain infectious and parasitic diseases,Rickettsioses,Other rickettsioses,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A75-A79/A79-
A80,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Acute poliomyelitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A80-
A81,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Atypical virus infections of central nervous system,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A81-
A82,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Rabies,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A82-
A83,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Mosquito-borne viral encephalitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A83-
A84,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Tick-borne viral encephalitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A84-
A85,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,"Other viral encephalitis, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A85-
A86,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Unspecified viral encephalitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A86-
A87,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Viral meningitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A87-
A88,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,"Other viral infections of central nervous system, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A88-
A89,Certain infectious and parasitic diseases,Viral and prion infections of the central nervous system,Unspecified viral infection of central nervous system,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A80-A89/A89-
A90,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,Dengue fever [classical dengue],https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A90-
A91,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,Dengue hemorrhagic fever,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A91-
A92,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,Other mosquito-borne viral fevers,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A92-
A93,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,"Other arthropod-borne viral fevers, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A93-
A94,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,Unspecified arthropod-borne viral fever,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A94-
A95,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,Yellow fever,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A95-
A96,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,Arenaviral hemorrhagic fever,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A96-
A98,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,"Other viral hemorrhagic fevers, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A98-
A99,Certain infectious and parasitic diseases,Arthropod-borne viral fevers and viral hemorrhagic fevers,Unspecified viral hemorrhagic fever,https://www.icd10data.com/ICD10CM/Codes/A00-B99/A90-A99/A99-
B00,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Herpesviral [herpes simplex] infections,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B00-
B01,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Varicella [chickenpox],https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B01-
B02,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Zoster [herpes zoster],https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B02-
B03,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Smallpox,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B03-
B04,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Monkeypox,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B04-
B05,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Measles,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B05-
B06,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Rubella [German measles],https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B06-
B07,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Viral warts,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B07-
B08,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B08-
B09,Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,Unspecified viral infection characterized by skin and mucous membrane lesions,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B09-
B10,Certain infectious and parasitic diseases,Other human herpesviruses,Other human herpesviruses,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B10-B10/B10-
B15,Certain infectious and parasitic diseases,Viral hepatitis,Acute hepatitis A,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B15-
B16,Certain infectious and parasitic diseases,Viral hepatitis,Acute hepatitis B,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B16-
B17,Certain infectious and parasitic diseases,Viral hepatitis,Other acute viral hepatitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B17-
B18,Certain infectious and parasitic diseases,Viral hepatitis,Chronic viral hepatitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B18-
B19,Certain infectious and parasitic diseases,Viral hepatitis,Unspecified viral hepatitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B19-
B20,Certain infectious and parasitic diseases,Human immunodeficiency virus [HIV] disease,Human immunodeficiency virus [HIV] disease,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B20-B20/B20-
B25,Certain infectious and parasitic diseases,Other viral diseases,Cytomegaloviral disease,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B25-
B26,Certain infectious and parasitic diseases,Other viral diseases,Mumps,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B26-
B27,Certain infectious and parasitic diseases,Other viral diseases,Infectious mononucleosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B27-
B30,Certain infectious and parasitic diseases,Other viral diseases,Viral conjunctivitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B30-
B33,Certain infectious and parasitic diseases,Other viral diseases,"Other viral diseases, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B33-
B34,Certain infectious and parasitic diseases,Other viral diseases,Viral infection of unspecified site,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B34-
B35,Certain infectious and parasitic diseases,Mycoses,Dermatophytosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B35-
B36,Certain infectious and parasitic diseases,Mycoses,Other superficial mycoses,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B36-
B37,Certain infectious and parasitic diseases,Mycoses,Candidiasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B37-
B38,Certain infectious and parasitic diseases,Mycoses,Coccidioidomycosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B38-
B39,Certain infectious and parasitic diseases,Mycoses,Histoplasmosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B39-
B40,Certain infectious and parasitic diseases,Mycoses,Blastomycosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B40-
B41,Certain infectious and parasitic diseases,Mycoses,Paracoccidioidomycosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B41-
B42,Certain infectious and parasitic diseases,Mycoses,Sporotrichosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B42-
B43,Certain infectious and parasitic diseases,Mycoses,Chromomycosis and pheomycotic abscess,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B43-
B44,Certain infectious and parasitic diseases,Mycoses,Aspergillosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B44-
B45,Certain infectious and parasitic diseases,Mycoses,Cryptococcosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B45-
B46,Certain infectious and parasitic diseases,Mycoses,Zygomycosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B46-
B47,Certain infectious and parasitic diseases,Mycoses,Mycetoma,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B47-
B48,Certain infectious and parasitic diseases,Mycoses,"Other mycoses, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B48-
B49,Certain infectious and parasitic diseases,Mycoses,Unspecified mycosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B49-
B50,Certain infectious and parasitic diseases,Protozoal diseases,Plasmodium falciparum malaria,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B50-
B51,Certain infectious and parasitic diseases,Protozoal diseases,Plasmodium vivax malaria,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B51-
B52,Certain infectious and parasitic diseases,Protozoal diseases,Plasmodium malariae malaria,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B52-
B53,Certain infectious and parasitic diseases,Protozoal diseases,Other specified malaria,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B53-
B54,Certain infectious and parasitic diseases,Protozoal diseases,Unspecified malaria,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B54-
B55,Certain infectious and parasitic diseases,Protozoal diseases,Leishmaniasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B55-
B56,Certain infectious and parasitic diseases,Protozoal diseases,African trypanosomiasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B56-
B57,Certain infectious and parasitic diseases,Protozoal diseases,Chagas' disease,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B57-
B58,Certain infectious and parasitic diseases,Protozoal diseases,Toxoplasmosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B58-
B59,Certain infectious and parasitic diseases,Protozoal diseases,Pneumocystosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B59-
B60,Certain infectious and parasitic diseases,Protozoal diseases,"Other protozoal diseases, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B60-
B64,Certain infectious and parasitic diseases,Protozoal diseases,Unspecified protozoal disease,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B64-
B65,Certain infectious and parasitic diseases,Helminthiases,Schistosomiasis [bilharziasis],https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B65-
B66,Certain infectious and parasitic diseases,Helminthiases,Other fluke infections,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B66-
B67,Certain infectious and parasitic diseases,Helminthiases,Echinococcosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B67-
B68,Certain infectious and parasitic diseases,Helminthiases,Taeniasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B68-
B69,Certain infectious and parasitic diseases,Helminthiases,Cysticercosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B69-
B70,Certain infectious and parasitic diseases,Helminthiases,Diphyllobothriasis and sparganosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B70-
B71,Certain infectious and parasitic diseases,Helminthiases,Other cestode infections,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B71-
B72,Certain infectious and parasitic diseases,Helminthiases,Dracunculiasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B72-
B73,Certain infectious and parasitic diseases,Helminthiases,Onchocerciasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B73-
B74,Certain infectious and parasitic diseases,Helminthiases,Filariasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B74-
B75,Certain infectious and parasitic diseases,Helminthiases,Trichinellosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B75-
B76,Certain infectious and parasitic diseases,Helminthiases,Hookworm diseases,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B76-
B77,Certain infectious and parasitic diseases,Helminthiases,Ascariasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B77-
B78,Certain infectious and parasitic diseases,Helminthiases,Strongyloidiasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B78-
B79,Certain infectious and parasitic diseases,Helminthiases,Trichuriasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B79-
B80,Certain infectious and parasitic diseases,Helminthiases,Enterobiasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B80-
B81,Certain infectious and parasitic diseases,Helminthiases,"Other intestinal helminthiases, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B81-
B82,Certain infectious and parasitic diseases,Helminthiases,Unspecified intestinal parasitism,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B82-
B83,Certain infectious and parasitic diseases,Helminthiases,Other helminthiases,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B83-
B85,Certain infectious and parasitic diseases,"Pediculosis, acariasis and other infestations",Pediculosis and phthiriasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89/B85-
B86,Certain infectious and parasitic diseases,"Pediculosis, acariasis and other infestations",Scabies,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89/B86-
B87,Certain infectious and parasitic diseases,"Pediculosis, acariasis and other infestations",Myiasis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89/B87-
B88,Certain infectious and parasitic diseases,"Pediculosis, acariasis and other infestations",Other infestations,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89/B88-
B89,Certain infectious and parasitic diseases,"Pediculosis, acariasis and other infestations",Unspecified parasitic disease,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89/B89-
B90,Certain infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Sequelae of tuberculosis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B90-B94/B90-
B91,Certain infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Sequelae of poliomyelitis,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B90-B94/B91-
B92,Certain infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Sequelae of leprosy,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B90-B94/B92-
B94,Certain infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Sequelae of other and unspecified infectious and parasitic diseases,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B90-B94/B94-
B95,Certain infectious and parasitic diseases,Bacterial and viral infectious agents,"Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere",https://www.icd10data.com/ICD10CM/Codes/A00-B99/B95-B97/B95-
B96,Certain infectious and parasitic diseases,Bacterial and viral infectious agents,Other bacterial agents as the cause of diseases classified elsewhere,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B95-B97/B96-
B97,Certain infectious and parasitic diseases,Bacterial and viral infectious agents,Viral agents as the cause of diseases classified elsewhere,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B95-B97/B97-
B99,Certain infectious and parasitic diseases,Other infectious diseases,Other and unspecified infectious diseases,https://www.icd10data.com/ICD10CM/Codes/A00-B99/B99-B99/B99-
C00,Neoplasms,"Malignant neoplasms of lip, oral cavity and pharynx",Malignant neoplasm of lip,https://www.icd10data.com/ICD10CM/Codes/C00-D49/C00-C14/C00-
C01,Neoplasms,"Malignant neoplasms of lip, oral cavity and pharynx",Malignant neoplasm of base of tongue,https://www.icd10data.com/ICD10CM/Codes/C00-D49/C00-C14/C01-
C02,Neoplasms,"Malignant neoplasms of lip, oral cavity and pharynx",Malignant neoplasm of other and unspecified parts of tongue,https://www.icd10data.com/ICD10CM/Codes/C00-D49/C00-C14/C02-
C03,Neoplasms,"Malignant neoplasms of lip, oral cavity and pharynx",Malignant neoplasm of gum,https://www.icd10data.com/ICD10CM/Codes/C00-D49/C00-C14/C03-
C04,Neoplasms,"Malignant neoplasms of lip, oral cavity and pharynx",Malignant neoplasm of floor of mouth,https://www.icd10data.com/ICD10CM/Codes/C00-D49/C00-C14/C04-
